"ensembl" "SUM149_JQ1_12H_R2" "SUM149_JQ1_12H_R1" "SUM149_DMSO_12H_R2" "SUM149_DMSO_12H_R1"
"ENSG00000230068" 1 5 0 0
"ENSG00000271428" 11 4 2 0
"ENSG00000271840" 1 1 0 4
"ENSG00000162552" 36 37 8 8
"ENSG00000266564" 0 0 0 0
"ENSG00000234397" 1 0 1 0
"ENSG00000279625" 0 1 0 0
"ENSG00000184677" 2379 2167 1359 2030
"ENSG00000237200" 8 6 3 8
"ENSG00000070886" 5 2 0 2
"ENSG00000276835" 0 0 0 0
"ENSG00000173372" 0 0 0 0
"ENSG00000159189" 0 5 0 0
"ENSG00000173369" 8 0 0 0
"ENSG00000133216" 818 792 269 360
"ENSG00000265422" 0 0 0 0
"ENSG00000225952" 0 0 0 0
"ENSG00000264014" 0 0 0 0
"ENSG00000215906" 2 2 0 0
"ENSG00000227868" 3 6 2 9
"ENSG00000004487" 11195 10009 11135 16330
"ENSG00000240553" 3 3 0 0
"ENSG00000263793" 0 0 0 0
"ENSG00000266802" 0 0 0 0
"ENSG00000169641" 4001 4104 2235 3158
"ENSG00000229010" 3 3 0 0
"ENSG00000206935" 0 0 0 0
"ENSG00000252578" 0 0 0 0
"ENSG00000179546" 24 23 107 145
"ENSG00000215381" 1 2 3 0
"ENSG00000261326" 155 125 129 181
"ENSG00000284726" 6 0 4 9
"ENSG00000125944" 7962 7653 10682 15321
"ENSG00000125945" 856 833 972 1366
"ENSG00000249087" 169 190 202 251
"ENSG00000201405" 0 0 0 0
"ENSG00000271420" 0 0 0 0
"ENSG00000204219" 30 20 9 14
"ENSG00000232482" 0 0 0 0
"ENSG00000088280" 1096 997 1403 2227
"ENSG00000007968" 192 165 1551 2353
"ENSG00000235052" 23 21 33 38
"ENSG00000117318" 6549 6373 6598 10354
"ENSG00000197880" 3 0 0 1
"ENSG00000229239" 0 0 0 0
"ENSG00000142676" 41323 37261 36376 51715
"ENSG00000011007" 4046 3859 3713 5219
"ENSG00000236810" 25 44 32 52
"ENSG00000057757" 2418 2130 1581 2135
"ENSG00000011009" 2362 2006 1523 2503
"ENSG00000117308" 7335 6733 4731 7240
"ENSG00000117305" 1707 1537 635 965
"ENSG00000179163" 2648 2495 1953 2673
"ENSG00000188822" 3 2 0 2
"ENSG00000229106" 0 0 1 0
"ENSG00000232557" 0 0 0 1
"ENSG00000264926" 0 0 0 0
"ENSG00000230228" 1 2 2 5
"ENSG00000189266" 2334 2233 1515 2097
"ENSG00000188529" 5662 5637 6481 8858
"ENSG00000215905" 0 0 1 0
"ENSG00000225315" 0 0 0 1
"ENSG00000142661" 8 11 2 5
"ENSG00000230703" 0 0 0 0
"ENSG00000142677" 36 33 80 133
"ENSG00000185436" 196 169 515 679
"ENSG00000230023" 1 1 0 2
"ENSG00000232298" 2 1 0 1
"ENSG00000158055" 33 17 15 30
"ENSG00000001460" 632 534 463 674
"ENSG00000001461" 2038 1913 1610 2391
"ENSG00000117602" 724 614 660 1018
"ENSG00000264443" 0 0 0 0
"ENSG00000184454" 8 8 10 12
"ENSG00000227312" 1 0 1 0
"ENSG00000239106" 0 0 0 0
"ENSG00000133226" 5035 4882 4928 6979
"ENSG00000284699" 2 1 0 0
"ENSG00000169504" 9000 8962 4806 6831
"ENSG00000238482" 0 0 0 0
"ENSG00000020633" 1757 1784 2816 4392
"ENSG00000278034" 2 1 1 0
"ENSG00000229162" 6 5 57 58
"ENSG00000261025" 7 3 0 1
"ENSG00000264371" 0 0 0 1
"ENSG00000233755" 4 4 1 2
"ENSG00000233419" 0 0 0 0
"ENSG00000231953" 0 1 0 0
"ENSG00000117614" 2183 2068 1843 2728
"ENSG00000284602" 69 97 76 90
"ENSG00000284657" 12 7 2 6
"ENSG00000117616" 5119 5011 1352 2136
"ENSG00000272432" 21 7 8 20
"ENSG00000261349" 15 26 10 18
"ENSG00000187010" 36 21 9 18
"ENSG00000224183" 3 4 1 1
"ENSG00000259984" 1 2 0 2
"ENSG00000183726" 5781 5477 3189 4416
"ENSG00000188672" 48 46 22 27
"ENSG00000238084" 0 0 0 0
"ENSG00000204178" 2349 2105 1642 2319
"ENSG00000157978" 5954 5495 3719 5644
"ENSG00000225643" 11 4 1 9
"ENSG00000117643" 62 58 16 25
"ENSG00000233478" 1 1 2 0
"ENSG00000162430" 3795 3644 4828 7387
"ENSG00000255054" 0 0 0 0
"ENSG00000228172" 94 62 26 41
"ENSG00000117640" 1703 1661 841 1182
"ENSG00000272478" 0 0 0 0
"ENSG00000127423" 533 530 896 1237
"ENSG00000236528" 8 13 6 6
"ENSG00000182749" 232 189 260 342
"ENSG00000207302" 0 0 0 0
"ENSG00000117632" 9673 8735 9738 13944
"ENSG00000229786" 1 1 1 1
"ENSG00000223624" 0 1 0 3
"ENSG00000283938" 0 0 0 0
"ENSG00000158006" 327 315 406 532
"ENSG00000207237" 0 1 0 0
"ENSG00000252190" 0 0 0 0
"ENSG00000252691" 0 2 0 0
"ENSG00000158008" 7 12 3 13
"ENSG00000158014" 2 2 1 1
"ENSG00000284309" 1 2 0 0
"ENSG00000158022" 2 1 0 0
"ENSG00000175087" 479 529 781 1105
"ENSG00000197245" 0 0 3 6
"ENSG00000282872" 0 0 1 0
"ENSG00000236782" 9 10 13 30
"ENSG00000142684" 31 20 25 20
"ENSG00000142675" 895 860 883 1275
"ENSG00000188782" 10 6 0 0
"ENSG00000236155" 2 2 1 1
"ENSG00000278572" 0 2 0 1
"ENSG00000130695" 3090 3089 2745 4031
"ENSG00000270733" 4 2 7 13
"ENSG00000142669" 4981 4523 2636 4298
"ENSG00000158062" 583 517 659 1013
"ENSG00000169442" 2 2 1 1
"ENSG00000176092" 745 712 333 548
"ENSG00000225854" 0 2 0 0
"ENSG00000176083" 1 1 1 0
"ENSG00000131914" 0 6 1 1
"ENSG00000117682" 2534 2402 1163 1727
"ENSG00000223583" 3 2 2 1
"ENSG00000225891" 6 7 6 11
"ENSG00000198830" 3776 3613 3704 5379
"ENSG00000224129" 0 0 0 0
"ENSG00000117676" 9403 8638 5661 8386
"ENSG00000238705" 1 0 0 0
"ENSG00000243905" 0 1 0 0
"ENSG00000252802" 0 0 0 0
"ENSG00000252429" 0 0 0 0
"ENSG00000229247" 0 0 0 0
"ENSG00000238316" 0 0 0 0
"ENSG00000235069" 1 0 0 0
"ENSG00000260063" 60 63 21 30
"ENSG00000117713" 3747 3830 4907 7365
"ENSG00000060642" 1075 1082 866 1269
"ENSG00000241188" 0 0 0 0
"ENSG00000204160" 2121 2007 1902 2904
"ENSG00000175793" 21571 18898 5931 9186
"ENSG00000226698" 0 0 0 0
"ENSG00000142751" 3206 2896 2195 3270
"ENSG00000198746" 842 799 648 950
"ENSG00000090273" 5140 4602 5012 7337
"ENSG00000131910" 27 20 3 6
"ENSG00000175707" 821 728 949 1421
"ENSG00000172746" 1 0 2 2
"ENSG00000224064" 3 1 1 0
"ENSG00000225294" 3 3 1 2
"ENSG00000253368" 6223 5791 2229 3597
"ENSG00000158246" 888 750 235 367
"ENSG00000090020" 6177 5777 1455 2152
"ENSG00000229985" 1 0 0 1
"ENSG00000214973" 1 1 3 1
"ENSG00000225159" 8 10 7 14
"ENSG00000225990" 0 0 0 0
"ENSG00000224311" 1 0 0 1
"ENSG00000142784" 2053 1946 1616 2338
"ENSG00000252098" 0 0 0 0
"ENSG00000243659" 0 0 0 0
"ENSG00000186501" 1377 1246 1047 1584
"ENSG00000206888" 2 0 1 2
"ENSG00000241547" 176 138 83 131
"ENSG00000142765" 122 99 272 445
"ENSG00000142733" 1318 1110 1344 2295
"ENSG00000142748" 10 6 3 5
"ENSG00000174950" 26 31 17 21
"ENSG00000231207" 0 0 0 1
"ENSG00000181773" 638 608 1043 1526
"ENSG00000158195" 4655 4964 5162 7528
"ENSG00000241169" 1 0 1 1
"ENSG00000237429" 3 2 1 3
"ENSG00000126705" 1374 1319 965 1565
"ENSG00000000938" 2 2 1 0
"ENSG00000235912" 6 1 3 2
"ENSG00000233975" 1 0 0 0
"ENSG00000126709" 491 465 137 215
"ENSG00000225886" 8 12 1 0
"ENSG00000206767" 0 0 0 0
"ENSG00000226662" 0 0 0 0
"ENSG00000207095" 0 0 0 0
"ENSG00000009780" 488 471 358 514
"ENSG00000231344" 6 6 1 5
"ENSG00000230833" 0 1 0 0
"ENSG00000117758" 2327 2335 1232 1653
"ENSG00000269971" 1 1 0 1
"ENSG00000270031" 7 3 2 8
"ENSG00000223062" 0 0 0 0
"ENSG00000117751" 2165 2057 3194 4639
"ENSG00000252947" 1 2 1 3
"ENSG00000130775" 382 352 173 278
"ENSG00000117748" 2737 2599 2673 3890
"ENSG00000130768" 566 450 319 501
"ENSG00000227050" 3 1 2 0
"ENSG00000158156" 601 593 503 679
"ENSG00000158161" 2640 2676 1724 2345
"ENSG00000238231" 1 4 2 0
"ENSG00000240750" 3 8 2 1
"ENSG00000228589" 3 3 3 3
"ENSG00000228943" 0 0 0 0
"ENSG00000214812" 0 0 0 1
"ENSG00000253005" 0 0 0 0
"ENSG00000169403" 555 518 208 308
"ENSG00000126698" 4526 4225 3770 5362
"ENSG00000130770" 3095 2791 2507 3591
"ENSG00000270605" 172 133 58 72
"ENSG00000271398" 3 1 0 1
"ENSG00000130766" 912 839 269 455
"ENSG00000130772" 809 704 839 1138
"ENSG00000204138" 3281 3394 1912 2743
"ENSG00000206779" 0 0 0 1
"ENSG00000229820" 0 3 0 0
"ENSG00000221216" 0 0 0 0
"ENSG00000180198" 8407 7665 7710 11541
"ENSG00000242125" 3768 3597 2592 3553
"ENSG00000274266" 0 0 0 0
"ENSG00000200087" 74 81 40 51
"ENSG00000231468" 26 25 4 14
"ENSG00000279443" 30 39 18 28
"ENSG00000180098" 788 735 618 759
"ENSG00000197989" 2922 2663 1947 2829
"ENSG00000221539" 47 41 16 38
"ENSG00000278274" 0 0 0 0
"ENSG00000273544" 0 0 0 0
"ENSG00000274582" 0 0 0 0
"ENSG00000280498" 0 0 0 0
"ENSG00000120656" 2263 2130 820 1122
"ENSG00000188060" 189 193 660 967
"ENSG00000229388" 35 24 21 32
"ENSG00000270103" 0 0 0 0
"ENSG00000274978" 0 0 0 0
"ENSG00000162419" 374 361 564 733
"ENSG00000252777" 0 0 0 0
"ENSG00000198492" 3281 3169 2776 3852
"ENSG00000116329" 5 8 2 2
"ENSG00000233427" 0 0 0 0
"ENSG00000199756" 0 0 0 0
"ENSG00000159023" 1661 1669 2717 3920
"ENSG00000225616" 7 5 4 8
"ENSG00000206704" 1 0 0 0
"ENSG00000277958" 0 0 0 0
"ENSG00000253304" 178 154 1288 2105
"ENSG00000225750" 0 0 0 0
"ENSG00000116350" 4822 4378 5371 8019
"ENSG00000277916" 0 0 0 0
"ENSG00000116353" 1409 1281 953 1315
"ENSG00000237934" 11 9 5 17
"ENSG00000060656" 4183 4002 8856 13093
"ENSG00000230523" 1 0 6 5
"ENSG00000225011" 10 4 10 24
"ENSG00000228176" 1 1 0 0
"ENSG00000284676" 0 2 0 0
"ENSG00000270927" 0 0 1 0
"ENSG00000233399" 1 0 0 0
"ENSG00000233372" 1 0 0 0
"ENSG00000231251" 0 0 0 0
"ENSG00000236335" 0 0 0 0
"ENSG00000231949" 1 0 0 0
"ENSG00000162510" 11 9 11 31
"ENSG00000186056" 103 139 127 183
"ENSG00000162511" 33 37 42 65
"ENSG00000264773" 0 0 0 0
"ENSG00000229607" 0 0 0 0
"ENSG00000223382" 0 2 2 0
"ENSG00000222784" 1 0 0 0
"ENSG00000235143" 1 1 0 0
"ENSG00000162512" 341 329 889 1403
"ENSG00000266210" 0 0 0 0
"ENSG00000134644" 4820 5051 4270 6202
"ENSG00000237329" 2 2 0 0
"ENSG00000232768" 0 0 0 0
"ENSG00000215900" 2 0 1 0
"ENSG00000225142" 0 0 0 1
"ENSG00000084628" 6 4 6 5
"ENSG00000060688" 2252 2110 3052 4068
"ENSG00000229447" 6 10 13 10
"ENSG00000121766" 2484 2356 1999 2728
"ENSG00000229044" 0 1 0 2
"ENSG00000121769" 32 29 31 46
"ENSG00000168528" 7503 6944 6326 9775
"ENSG00000215899" 2 5 6 1
"ENSG00000206981" 0 0 0 1
"ENSG00000260386" 1 1 1 0
"ENSG00000265961" 0 0 0 0
"ENSG00000284543" 7 4 7 3
"ENSG00000229167" 20 18 24 51
"ENSG00000142910" 7316 7483 2813 4333
"ENSG00000121764" 5 2 2 4
"ENSG00000162517" 3099 2724 2901 4287
"ENSG00000235790" 15 14 17 33
"ENSG00000264078" 1 1 0 4
"ENSG00000084636" 1566 1387 2490 4025
"ENSG00000121753" 112 130 235 318
"ENSG00000266580" 0 0 0 0
"ENSG00000254545" 2 2 1 0
"ENSG00000134668" 100 80 134 234
"ENSG00000203620" 0 0 0 0
"ENSG00000269967" 2 6 0 1
"ENSG00000184007" 5684 5377 5957 8237
"ENSG00000228634" 6 4 0 2
"ENSG00000284702" 1 2 0 0
"ENSG00000121774" 6801 6355 6590 9765
"ENSG00000203325" 2 0 0 1
"ENSG00000121775" 1236 1153 663 1103
"ENSG00000266203" 0 0 0 0
"ENSG00000276493" 0 0 1 0
"ENSG00000025800" 5344 5230 4782 6728
"ENSG00000250135" 0 0 0 0
"ENSG00000084652" 4708 4471 3141 4601
"ENSG00000160050" 119 111 218 304
"ENSG00000224066" 3 4 3 1
"ENSG00000160051" 172 161 241 370
"ENSG00000222046" 15 17 3 7
"ENSG00000160055" 274 258 296 479
"ENSG00000084623" 10209 9478 8744 12664
"ENSG00000220785" 104 101 146 184
"ENSG00000183615" 39 33 20 37
"ENSG00000182866" 10 7 12 25
"ENSG00000277617" 0 0 0 0
"ENSG00000252450" 1 0 0 0
"ENSG00000116478" 7344 6862 5732 8271
"ENSG00000175130" 7101 6486 2381 3775
"ENSG00000233775" 2 3 4 1
"ENSG00000162526" 19 26 20 20
"ENSG00000225828" 481 454 145 229
"ENSG00000160058" 6674 6389 3477 4832
"ENSG00000224333" 2 3 1 2
"ENSG00000270850" 0 0 0 0
"ENSG00000229259" 1 1 0 0
"ENSG00000263529" 0 0 0 0
"ENSG00000254553" 0 0 0 0
"ENSG00000273274" 5 9 16 33
"ENSG00000160062" 37 60 144 213
"ENSG00000176261" 744 669 590 916
"ENSG00000200591" 3 0 0 0
"ENSG00000162521" 2217 2104 3729 5173
"ENSG00000162520" 42 60 43 60
"ENSG00000224409" 1 3 0 1
"ENSG00000162522" 6160 5740 4790 7615
"ENSG00000134684" 6743 6123 6764 9578
"ENSG00000116497" 793 786 1187 1820
"ENSG00000160097" 11 6 7 12
"ENSG00000121905" 1 7 2 6
"ENSG00000121900" 651 557 1005 1555
"ENSG00000116514" 1937 1811 789 1142
"ENSG00000278966" 1 1 0 1
"ENSG00000217644" 3 4 4 3
"ENSG00000239670" 3 1 2 4
"ENSG00000236065" 0 2 1 1
"ENSG00000004455" 4711 4363 5361 7758
"ENSG00000276645" 1 1 0 1
"ENSG00000142920" 439 402 107 178
"ENSG00000278997" 29 33 12 16
"ENSG00000116525" 970 971 213 348
"ENSG00000279179" 48 56 16 31
"ENSG00000284721" 0 0 0 0
"ENSG00000160094" 316 298 684 1069
"ENSG00000270115" 5 2 14 15
"ENSG00000184389" 7 9 1 4
"ENSG00000225313" 198 174 89 161
"ENSG00000134686" 7718 7252 4719 7130
"ENSG00000284154" 10 6 4 5
"ENSG00000222112" 17 22 7 6
"ENSG00000233246" 3 3 4 10
"ENSG00000234512" 5 0 0 0
"ENSG00000121903" 173 152 230 276
"ENSG00000235907" 0 1 0 0
"ENSG00000121904" 10 11 0 1
"ENSG00000227000" 0 0 0 0
"ENSG00000176256" 0 0 0 1
"ENSG00000231163" 1 0 0 0
"ENSG00000201148" 0 0 0 0
"ENSG00000142698" 2 1 0 0
"ENSG00000270241" 0 0 0 0
"ENSG00000207941" 0 0 0 0
"ENSG00000163866" 2244 2044 1875 2584
"ENSG00000189280" 1275 1111 944 1382
"ENSG00000189433" 37 40 22 19
"ENSG00000255811" 2 1 0 2
"ENSG00000188910" 2298 2198 3055 4681
"ENSG00000187513" 15 7 0 2
"ENSG00000230163" 42 44 35 58
"ENSG00000116544" 4 7 8 9
"ENSG00000284773" 23 19 13 11
"ENSG00000241014" 7 7 8 8
"ENSG00000271741" 0 0 0 1
"ENSG00000243749" 0 1 0 3
"ENSG00000163867" 559 625 508 748
"ENSG00000233940" 0 0 0 0
"ENSG00000197056" 2322 2447 1564 2160
"ENSG00000228348" 3 2 2 2
"ENSG00000284640" 4 0 0 0
"ENSG00000116560" 16368 15696 12645 18271
"ENSG00000201868" 0 0 0 0
"ENSG00000146463" 2990 2963 3588 5093
"ENSG00000240374" 1 0 0 0
"ENSG00000201542" 0 0 0 0
"ENSG00000229994" 9 12 9 6
"ENSG00000227409" 0 0 1 0
"ENSG00000278702" 0 1 1 6
"ENSG00000142687" 4413 4428 2008 2800
"ENSG00000236274" 0 0 0 0
"ENSG00000020129" 3838 3626 1745 2966
"ENSG00000239636" 5 4 1 6
"ENSG00000116819" 25 19 38 54
"ENSG00000126067" 8980 8598 9544 13883
"ENSG00000142686" 685 631 1248 1808
"ENSG00000092853" 1467 1469 2020 2760
"ENSG00000232335" 2 1 3 5
"ENSG00000134698" 63 64 442 687
"ENSG00000092847" 2767 2542 2552 3668
"ENSG00000271164" 0 0 0 0
"ENSG00000271914" 0 0 0 0
"ENSG00000126070" 2510 2518 1244 1703
"ENSG00000271554" 2 1 2 2
"ENSG00000232862" 0 0 0 0
"ENSG00000092850" 2 5 1 2
"ENSG00000116863" 3144 2800 1802 2638
"ENSG00000171812" 4 7 7 11
"ENSG00000054116" 3438 3061 2514 3535
"ENSG00000116871" 7570 6771 4974 7825
"ENSG00000264592" 0 0 0 0
"ENSG00000054118" 12650 11520 6744 9755
"ENSG00000231849" 0 2 0 0
"ENSG00000214193" 2214 1853 833 1276
"ENSG00000142694" 453 373 159 273
"ENSG00000116883" 318 257 84 115
"ENSG00000196182" 8109 7698 3039 4745
"ENSG00000181817" 1306 1143 1273 1930
"ENSG00000222821" 0 0 0 0
"ENSG00000116885" 157 148 153 191
"ENSG00000201448" 1 0 0 0
"ENSG00000116898" 3164 2838 5683 8184
"ENSG00000119535" 4 6 0 3
"ENSG00000230214" 1 0 0 0
"ENSG00000284705" 3 7 0 0
"ENSG00000284720" 0 1 0 0
"ENSG00000234481" 0 0 0 0
"ENSG00000163873" 5 3 1 0
"ENSG00000284650" 0 0 0 0
"ENSG00000264698" 0 0 0 0
"ENSG00000207328" 0 0 0 0
"ENSG00000223944" 0 0 0 0
"ENSG00000252368" 0 0 0 0
"ENSG00000230451" 1 0 0 0
"ENSG00000233621" 818 676 422 574
"ENSG00000163874" 2112 2021 971 1507
"ENSG00000283724" 0 0 0 0
"ENSG00000163875" 1465 1283 1877 2753
"ENSG00000263675" 3 6 6 8
"ENSG00000163877" 1352 1469 954 1457
"ENSG00000232273" 8 4 4 13
"ENSG00000237749" 3 5 1 1
"ENSG00000163879" 5 6 2 5
"ENSG00000134697" 4897 4548 4243 5916
"ENSG00000284748" 0 0 0 0
"ENSG00000169218" 3 1 1 0
"ENSG00000116922" 1500 1379 1440 2068
"ENSG00000134690" 4502 4273 3221 4571
"ENSG00000183317" 258 229 164 185
"ENSG00000200421" 0 0 0 0
"ENSG00000214141" 2 0 0 0
"ENSG00000227416" 1 0 0 2
"ENSG00000185090" 148 137 946 1495
"ENSG00000233728" 0 0 0 0
"ENSG00000196449" 1191 1089 1436 2075
"ENSG00000197982" 3193 2905 1588 2447
"ENSG00000188786" 1773 1832 1231 1800
"ENSG00000235673" 0 1 0 1
"ENSG00000230955" 0 0 0 0
"ENSG00000204084" 770 784 542 728
"ENSG00000252448" 1 1 1 0
"ENSG00000222282" 1 2 1 0
"ENSG00000277168" 0 2 0 0
"ENSG00000183431" 4106 3792 5502 7713
"ENSG00000212541" 4 5 5 3
"ENSG00000183386" 380 330 706 1058
"ENSG00000183520" 3166 3151 3504 4713
"ENSG00000185668" 12 6 0 2
"ENSG00000224592" 1 0 0 0
"ENSG00000223589" 0 0 0 0
"ENSG00000265596" 0 0 0 0
"ENSG00000284623" 0 2 0 1
"ENSG00000237290" 0 0 0 0
"ENSG00000275350" 0 0 0 1
"ENSG00000200796" 0 0 0 0
"ENSG00000238063" 2 0 0 0
"ENSG00000215895" 16 15 9 17
"ENSG00000284632" 1 0 0 0
"ENSG00000116954" 1124 940 742 1013
"ENSG00000273637" 0 0 0 0
"ENSG00000228436" 22 14 15 16
"ENSG00000214114" 1145 1053 1136 1548
"ENSG00000274944" 0 1 0 0
"ENSG00000131233" 2 8 1 1
"ENSG00000158315" 14 13 24 33
"ENSG00000199963" 0 0 0 0
"ENSG00000207466" 0 0 0 0
"ENSG00000235549" 0 0 1 0
"ENSG00000174574" 3628 3883 2646 3777
"ENSG00000168653" 5536 4868 4714 6664
"ENSG00000127603" 7902 8163 5504 7502
"ENSG00000206654" 0 0 0 0
"ENSG00000222378" 1 0 0 0
"ENSG00000270040" 1 0 0 0
"ENSG00000226438" 0 0 0 1
"ENSG00000217897" 0 0 0 0
"ENSG00000183682" 12 10 2 3
"ENSG00000237624" 5 11 21 36
"ENSG00000243970" 87 67 44 49
"ENSG00000090621" 9366 9102 8129 12123
"ENSG00000228060" 14 25 10 29
"ENSG00000201457" 13 12 12 13
"ENSG00000163909" 18 23 12 36
"ENSG00000225903" 1 1 0 0
"ENSG00000116981" 0 0 0 2
"ENSG00000116983" 61 69 19 25
"ENSG00000084072" 2438 2214 2358 3496
"ENSG00000225333" 2 4 1 0
"ENSG00000252413" 0 0 0 0
"ENSG00000116985" 178 190 114 152
"ENSG00000198754" 1 3 4 6
"ENSG00000261798" 11 5 13 14
"ENSG00000229213" 0 0 0 0
"ENSG00000284719" 2 0 1 8
"ENSG00000284678" 0 0 0 0
"ENSG00000043514" 1845 1753 1610 2195
"ENSG00000202222" 1 0 0 0
"ENSG00000116990" 101 108 16 38
"ENSG00000236546" 4 1 0 0
"ENSG00000207356" 0 0 0 0
"ENSG00000168389" 1342 1292 1669 2414
"ENSG00000228477" 29 32 22 44
"ENSG00000131236" 8531 8529 6115 8915
"ENSG00000131238" 5008 4717 6558 9296
"ENSG00000226745" 1 1 0 1
"ENSG00000117000" 3037 3138 1819 2506
"ENSG00000207508" 0 1 0 0
"ENSG00000188800" 2 2 0 2
"ENSG00000259943" 279 262 423 552
"ENSG00000084073" 3648 3670 4789 6923
"ENSG00000231296" 3 4 3 6
"ENSG00000049089" 30 21 32 61
"ENSG00000227311" 0 0 1 0
"ENSG00000084070" 2083 1993 1413 1941
"ENSG00000213172" 0 0 0 1
"ENSG00000284677" 2 3 2 2
"ENSG00000187801" 172 163 138 235
"ENSG00000260920" 146 121 67 113
"ENSG00000279667" 3 1 2 2
"ENSG00000187815" 433 374 428 651
"ENSG00000238287" 38 21 11 26
"ENSG00000164002" 649 577 332 410
"ENSG00000227278" 1 0 0 1
"ENSG00000238186" 6 9 5 10
"ENSG00000117010" 218 192 144 227
"ENSG00000236505" 0 1 0 0
"ENSG00000233910" 0 1 0 0
"ENSG00000117016" 233 222 215 273
"ENSG00000237899" 12 6 4 7
"ENSG00000272145" 148 175 103 154
"ENSG00000066136" 1713 1610 1568 2270
"ENSG00000198974" 0 0 0 0
"ENSG00000207962" 0 0 0 0
"ENSG00000117013" 6 11 31 43
"ENSG00000264582" 1 0 0 0
"ENSG00000179862" 1127 1038 1114 1823
"ENSG00000229528" 0 0 0 2
"ENSG00000228940" 2 1 0 2
"ENSG00000233118" 0 0 0 0
"ENSG00000171793" 4929 4524 6533 9151
"ENSG00000281207" 93 61 66 106
"ENSG00000171790" 94 63 67 82
"ENSG00000010803" 405 369 1189 1827
"ENSG00000215893" 0 0 1 0
"ENSG00000235358" 1 1 1 3
"ENSG00000213987" 0 2 1 0
"ENSG00000204060" 118 96 202 368
"ENSG00000229901" 8 4 10 8
"ENSG00000252563" 0 0 0 0
"ENSG00000127129" 20 11 27 38
"ENSG00000127124" 166 161 136 223
"ENSG00000230881" 0 0 0 0
"ENSG00000230638" 8 4 4 6
"ENSG00000284895" 0 0 0 0
"ENSG00000227538" 2 0 1 3
"ENSG00000228776" 0 1 0 0
"ENSG00000044012" 1 0 0 0
"ENSG00000197273" 0 0 0 0
"ENSG00000198815" 3891 3728 3225 4493
"ENSG00000227527" 31 24 11 18
"ENSG00000177181" 39 39 14 29
"ENSG00000235002" 0 0 0 1
"ENSG00000066185" 33 22 23 47
"ENSG00000127125" 2484 2319 1640 2417
"ENSG00000186409" 101 67 39 79
"ENSG00000230116" 2 2 1 1
"ENSG00000236876" 0 0 0 0
"ENSG00000200254" 0 0 0 0
"ENSG00000236180" 0 0 0 1
"ENSG00000171960" 1466 1329 1536 2144
"ENSG00000234917" 11 13 5 4
"ENSG00000065978" 9151 8795 7701 10999
"ENSG00000164007" 3 4 0 1
"ENSG00000117385" 3034 2949 1500 2223
"ENSG00000164008" 153 136 133 171
"ENSG00000283580" 2 3 3 1
"ENSG00000228452" 0 0 0 0
"ENSG00000274386" 36 35 16 20
"ENSG00000177868" 391 321 199 269
"ENSG00000164010" 481 482 226 315
"ENSG00000228192" 21 18 31 57
"ENSG00000164011" 365 353 420 652
"ENSG00000233708" 0 0 0 0
"ENSG00000237090" 2 0 1 0
"ENSG00000225099" 5 7 3 4
"ENSG00000117394" 10982 10899 6382 9463
"ENSG00000284138" 1 1 0 6
"ENSG00000227533" 29 27 21 27
"ENSG00000283973" 3 3 0 0
"ENSG00000207256" 0 0 0 0
"ENSG00000283136" 0 0 0 0
"ENSG00000277513" 0 0 0 0
"ENSG00000186973" 2 5 1 3
"ENSG00000117395" 6775 6052 6006 8727
"ENSG00000284410" 0 0 0 0
"ENSG00000243710" 32 23 13 20
"ENSG00000199240" 2 0 0 0
"ENSG00000179178" 1220 1012 605 874
"ENSG00000253313" 294 338 267 470
"ENSG00000066056" 31 22 4 6
"ENSG00000117400" 30 26 20 18
"ENSG00000234694" 136 156 108 150
"ENSG00000117399" 17898 16308 9668 14637
"ENSG00000066322" 5646 5342 4676 6476
"ENSG00000283836" 0 0 0 0
"ENSG00000159479" 1128 1045 984 1483
"ENSG00000229431" 51 41 24 38
"ENSG00000198198" 4232 4268 2245 3346
"ENSG00000229372" 0 0 2 2
"ENSG00000274975" 0 0 0 0
"ENSG00000178922" 0 0 0 0
"ENSG00000229348" 4 0 0 1
"ENSG00000142949" 11613 11131 21163 32378
"ENSG00000284989" 0 0 0 0
"ENSG00000066135" 1441 1382 940 1264
"ENSG00000236200" 131 130 66 90
"ENSG00000126091" 141 136 80 94
"ENSG00000229444" 0 0 0 0
"ENSG00000283414" 0 0 0 0
"ENSG00000233674" 0 0 0 0
"ENSG00000283477" 0 0 0 0
"ENSG00000224751" 0 3 2 0
"ENSG00000117407" 531 541 170 336
"ENSG00000237950" 17 20 25 35
"ENSG00000117408" 4619 4328 1957 3112
"ENSG00000132768" 3406 3107 3097 4909
"ENSG00000117410" 6975 6385 4456 6775
"ENSG00000117411" 1243 1103 3745 5927
"ENSG00000159214" 545 519 528 812
"ENSG00000196517" 365 355 598 947
"ENSG00000230615" 41 32 57 82
"ENSG00000227163" 0 0 0 1
"ENSG00000271647" 0 0 0 0
"ENSG00000239560" 0 0 0 0
"ENSG00000171872" 2 4 11 15
"ENSG00000233514" 5 6 1 9
"ENSG00000283039" 2 1 0 1
"ENSG00000226804" 0 0 0 0
"ENSG00000200171" 0 0 0 0
"ENSG00000238037" 0 0 0 0
"ENSG00000227994" 0 0 0 0
"ENSG00000271329" 1 0 1 0
"ENSG00000178028" 1765 1532 1572 2234
"ENSG00000117419" 2983 2632 2622 3734
"ENSG00000233602" 13 10 4 15
"ENSG00000199385" 0 0 0 0
